Variable,3.000000 km,total,Beyond
PCT025058 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  Bachelor's degree,16739,4336366,4319627
PCT025024 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  Associate degree,4704,1600501,1595797
PCT025075 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  Graduate or professional degree,9014,3153812,3144798
PCT025038 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  High school graduate (includes equivalency),17792,3983078,3965286
"PCT025023 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  Some college, no degree",14680,4907860,4893180
PCT025022 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  High school graduate (includes equivalency),29593,6759484,6729891
PCT025074 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  Bachelor's degree,11064,4435469,4424405
PCT025050 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  Bachelor's degree,6805,1165223,1158418
PCT025069 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  Less than 9th grade,6141,2015203,2009062
PCT025068 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:,109373,32192870,32083497
PCT025066 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  Bachelor's degree,10569,4181109,4170540
"PCT025021 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  9th to 12th grade, no diploma",12004,2665687,2653683
"PCT025062 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  9th to 12th grade, no diploma",10257,2164848,2154591
PCT025063 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  High school graduate (includes equivalency),30316,6437682,6407366
"PCT025054 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  9th to 12th grade, no diploma",8098,2004430,1996332
PCT025061 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  Less than 9th grade,2433,988633,986200
PCT025020 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  Less than 9th grade,2961,1189777,1186816
PCT025067 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  Graduate or professional degree,6454,1903905,1897451
PCT025042 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Graduate or professional degree,3484,1337637,1334153
PCT025065 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  Associate degree,6399,2183824,2177425
PCT025059 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  Graduate or professional degree,8410,1517303,1508893
PCT025009 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Bachelor's degree,4835,826459,821624
PCT025008 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Associate degree,1616,493884,492268
PCT025047 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  High school graduate (includes equivalency),15296,3608404,3593108
"PCT025046 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  9th to 12th grade, no diploma",9291,2506840,2497549
PCT025041 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Bachelor's degree,4274,1628716,1624442
PCT025040 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Associate degree,1043,349601,348558
"PCT025029 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  9th to 12th grade, no diploma",14590,3181027,3166437
PCT025028 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Less than 9th grade,6306,2109913,2103607
PCT025001 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total: Population 18 years and over,796478,211998327,211201849
PCT025026 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  Graduate or professional degree,7374,2124540,2117166
PCT025003 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:,62974,14046760,13983786
PCT025002 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:,380654,102183400,101802746
"PCT025005 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  9th to 12th grade, no diploma",12633,3340201,3327568
PCT025004 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Less than 9th grade,1611,685140,683529
"PCT025007 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Some college, no degree",18156,4397787,4379631
PCT025006 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  High school graduate (includes equivalency),23742,4240644,4216902
PCT025081 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Associate degree,1467,523609,522142
PCT025049 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  Associate degree,2015,632651,630636
PCT025055 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  High school graduate (includes equivalency),22524,4816169,4793645
PCT025071 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  High school graduate (includes equivalency),42493,9887861,9845368
"PCT025064 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:  Some college, no degree",16394,5527294,5510900
PCT025045 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  Less than 9th grade,994,429442,428448
PCT025051 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  Graduate or professional degree,530,89726,89196
PCT025044 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:,52396,13451602,13399206
PCT025032 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Associate degree,4964,1845963,1840999
"PCT025080 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Some college, no degree",8774,3191131,3182357
"PCT025048 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  18 to 24 years:  Some college, no degree",17465,5019316,5001851
PCT025033 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Bachelor's degree,12232,4914441,4902209
"PCT025078 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  9th to 12th grade, no diploma",24548,3842420,3817872
PCT025079 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  High school graduate (includes equivalency),35165,7254750,7219585
PCT025060 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  35 to 44 years:,82822,23387295,23304473
PCT025052 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:,79138,19947680,19868542
PCT025076 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:,92095,20835480,20743385
PCT025077 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Less than 9th grade,14926,3566249,3551323
"PCT025070 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  9th to 12th grade, no diploma",15940,3457218,3441278
"PCT025056 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  Some college, no degree",15661,4758661,4743000
"PCT025072 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  Some college, no degree",18770,7088159,7069389
PCT025053 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  Less than 9th grade,1615,821770,820155
PCT025030 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  High school graduate (includes equivalency),32877,8008418,7975541
"PCT025031 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Some college, no degree",16660,6382421,6365761
PCT025018 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Graduate or professional degree,8357,1359866,1351509
PCT025019 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:,81802,23042576,22960774
PCT025034 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:  Graduate or professional degree,11035,3925491,3914456
PCT025035 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:,56543,14567854,14511311
PCT025036 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Less than 9th grade,9009,2539127,2530118
"PCT025037 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  9th to 12th grade, no diploma",14510,2421240,2406730
PCT025012 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Less than 9th grade,2606,1106030,1103424
"PCT025013 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  9th to 12th grade, no diploma",10376,2558457,2548081
PCT025010 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  18 to 24 years:  Graduate or professional degree,381,62645,62264
PCT025011 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:,80671,20158536,20077865
PCT025016 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Associate degree,3955,1324930,1320975
PCT025017 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Bachelor's degree,15991,3810155,3794164
PCT025014 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  High school graduate (includes equivalency),24815,5531395,5506580
"PCT025015 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  25 to 34 years:  Some college, no degree",14571,4467703,4453132
PCT025027 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  45 to 64 years:,98664,30367674,30269010
PCT025082 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Bachelor's degree,4373,1527252,1522879
PCT025073 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  45 to 64 years:  Associate degree,5951,2155148,2149197
"PCT025039 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  65 years and over:  Some college, no degree",6431,2308455,2302024
PCT025083 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  65 years and over:  Graduate or professional degree,2842,930069,927227
PCT025057 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:  25 to 34 years:  Associate degree,6091,1692981,1686890
PCT025025 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Male:  35 to 44 years:  Bachelor's degree,10486,3794727,3784241
PCT025043 : PCT25. Sex by Age by Educational Attainment for the Population 18 Years and Over [83] : Total:  Female:,415824,109814927,109399103
