Variable,3.000000 km,total,Beyond
P007008 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Some other race alone,281,447921,447640
P007009 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Two or more races,3974,5015633,5011659
P007002 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:,194536,246233426,246038890
P007003 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  White alone,156304,194552547,194396243
P007017 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Two or more races,1243,2417868,2416625
P007001 : P7. Hispanic or Latino by Race [17] : Total population,213004,285230516,285017512
P007006 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Asian alone,6651,10070664,10064013
P007007 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,163,342801,342638
P007004 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Black or African American alone,25998,33712156,33686158
P007005 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone,1165,2091704,2090539
P007015 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,28,36407,36379
P007013 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  American Indian and Alaska Native alone,243,366617,366374
P007014 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Asian alone,20,109853,109833
P007010 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:,18468,38997090,38978622
P007011 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  White alone,6392,19869287,19862895
P007012 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Black or African American alone,286,949257,948971
P007016 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Some other race alone,10256,15247801,15237545
