Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,22475,688071,665596
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,596493,14024878,13428385
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,6623,173029,166406
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,1403559,37126836,35723277
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",29918,1121553,1091635
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,1017981,16311732,15293751
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,7318,248817,241499
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,5566296,256283191,250716895
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,2537914,51444403,48906489
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,34406,1126759,1092353
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,5566296,256283191,250716895
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,129900,5329267,5199367
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,18397,439048,420651
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,33941,2048832,2014891
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,1616,32970,31354
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,42789,1188607,1145818
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,72707,2310160,2237453
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,3363373,196606503,193243130
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",122582,5080450,4957868
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,8104210,307727594,299623384
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,1386184,31050705,29664521
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,16555,458804,442249
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,2537914,51444403,48906489
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,8104210,307727594,299623384
