Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,1906,688071,686165
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,32339,14024878,13992539
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,273,173029,172756
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,21404,37126836,37105432
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",563,1121553,1120990
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,17872,16311732,16293860
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,459,248817,248358
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,356050,256283191,255927141
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,37182,51444403,51407221
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,1407,1126759,1125352
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,356050,256283191,255927141
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,6860,5329267,5322407
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,99,439048,438949
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,849,2048832,2047983
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,5,32970,32965
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,1606,1188607,1187001
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,2169,2310160,2307991
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,292621,196606503,196313882
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",6401,5080450,5074049
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,393232,307727594,307334362
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,15357,31050705,31035348
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,71,458804,458733
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,37182,51444403,51407221
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,393232,307727594,307334362
