Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,330,688071,687741
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,22978,14024878,14001900
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,135,173029,172894
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,12982,37126836,37113854
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",848,1121553,1120705
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,7291,16311732,16304441
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,299,248817,248518
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,151186,256283191,256132005
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,19409,51444403,51424994
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,101,1126759,1126658
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,151186,256283191,256132005
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,6549,5329267,5322718
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,398,439048,438650
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,1927,2048832,2046905
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,19,32970,32951
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,646,1188607,1187961
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,1494,2310160,2308666
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,103355,196606503,196503148
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",6250,5080450,5074200
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,170595,307727594,307556999
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,9971,31050705,31040734
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,3065,458804,455739
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,19409,51444403,51424994
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,170595,307727594,307556999
