Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,1518,688071,686553
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,17800,14024878,14007078
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,438,173029,172591
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,125294,37126836,37001542
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",1993,1121553,1119560
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,99658,16311732,16212074
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,423,248817,248394
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,359390,256283191,255923801
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,299263,51444403,51145140
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,2076,1126759,1124683
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,359390,256283191,255923801
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,7404,5329267,5321863
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,2115,439048,436933
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,7694,2048832,2041138
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0,32970,32970
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,4405,1188607,1184202
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,6398,2310160,2303762
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,199532,196606503,196406971
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",6981,5080450,5073469
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,658653,307727594,307068941
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,188578,31050705,30862127
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,148,458804,458656
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,299263,51444403,51145140
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,658653,307727594,307068941
