Variable,3.000000 km,total,Beyond
B15002_023E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!7th and 8th grade,2663,2501796,2499133
B15002_020E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!No schooling completed,1045,1208703,1207658
B15002_018E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Doctorate degree,2205,1491134,1488929
B15002_004E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Nursery to 4th grade,1259,957513,956254
B15002_016E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Master's degree,6631,6622227,6615596
B15002_026E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!11th grade,2744,2580828,2578084
B15002_024E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!9th grade,1989,1950147,1948158
B15002_022E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!5th and 6th grade,2612,1880572,1877960
B15002_033E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Master's degree,7219,7830977,7823758
B15002_032E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Bachelor's degree,18569,18399446,18380877
B15002_015E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Bachelor's degree,17434,17132648,17115214
B15002_007E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!9th grade,2291,2027292,2025001
"B15002_013E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Some college, 1 or more years, no degree",15681,13745915,13730234
B15002_001E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Total:,199155,202156388,201957233
B15002_008E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!10th grade,2001,2399502,2397501
"B15002_011E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!High school graduate, GED, or alternative",26395,28169832,28143437
B15002_003E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!No schooling completed,960,1126232,1125272
B15002_009E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!11th grade,2968,2560015,2557047
B15002_031E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Associate's degree,7908,8660007,8652099
B15002_019E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:,98654,104992831,104894177
B15002_021E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Nursery to 4th grade,910,953871,952961
"B15002_030E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Some college, 1 or more years, no degree",14997,15111065,15096068
B15002_017E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Professional school degree,1571,2374981,2373410
B15002_005E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!5th and 6th grade,3492,1932012,1928520
B15002_034E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Professional school degree,1086,1552144,1551058
"B15002_027E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!12th grade, no diploma",1671,1825532,1823861
B15002_025E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!10th grade,2389,2415866,2413477
"B15002_028E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!High school graduate, GED, or alternative",25143,30346682,30321539
B15002_006E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!7th and 8th grade,2617,2401045,2398428
B15002_014E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Associate's degree,6713,6568897,6562184
"B15002_029E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Some college, less than 1 year",6550,6930784,6924234
"B15002_012E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Some college, less than 1 year",6232,5688555,5682323
B15002_035E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Doctorate degree,1159,844411,843252
B15002_002E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:,100501,97163557,97063056
"B15002_010E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!12th grade, no diploma",2051,1965757,1963706
