Variable,3.000000 km,total,Beyond
B15002_023E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!7th and 8th grade,26423,2501796,2475373
B15002_020E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!No schooling completed,28881,1208703,1179822
B15002_018E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Doctorate degree,5233,1491134,1485901
B15002_004E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Nursery to 4th grade,25901,957513,931612
B15002_016E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Master's degree,28401,6622227,6593826
B15002_026E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!11th grade,20305,2580828,2560523
B15002_024E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!9th grade,28015,1950147,1922132
B15002_022E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!5th and 6th grade,62331,1880572,1818241
B15002_033E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Master's degree,26678,7830977,7804299
B15002_032E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Bachelor's degree,82860,18399446,18316586
B15002_015E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Bachelor's degree,79614,17132648,17053034
B15002_007E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!9th grade,29785,2027292,1997507
"B15002_013E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Some college, 1 or more years, no degree",82391,13745915,13663524
B15002_001E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Total:,1338029,202156388,200818359
B15002_008E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!10th grade,18115,2399502,2381387
"B15002_011E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!High school graduate, GED, or alternative",161536,28169832,28008296
B15002_003E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!No schooling completed,22943,1126232,1103289
B15002_009E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!11th grade,22205,2560015,2537810
B15002_031E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Associate's degree,42869,8660007,8617138
B15002_019E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:,674696,104992831,104318135
B15002_021E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Nursery to 4th grade,29634,953871,924237
"B15002_030E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Some college, 1 or more years, no degree",85328,15111065,15025737
B15002_017E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Professional school degree,7074,2374981,2367907
B15002_005E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!5th and 6th grade,60560,1932012,1871452
B15002_034E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Professional school degree,6233,1552144,1545911
"B15002_027E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!12th grade, no diploma",22371,1825532,1803161
B15002_025E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!10th grade,19001,2415866,2396865
"B15002_028E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!High school graduate, GED, or alternative",158632,30346682,30188050
B15002_006E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!7th and 8th grade,26307,2401045,2374738
B15002_014E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Associate's degree,37221,6568897,6531676
"B15002_029E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Some college, less than 1 year",32956,6930784,6897828
"B15002_012E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Some college, less than 1 year",29703,5688555,5658852
B15002_035E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Doctorate degree,2179,844411,842232
B15002_002E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:,663333,97163557,96500224
"B15002_010E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!12th grade, no diploma",26344,1965757,1939413
